UMAP1,UMAP2,CellType,Group
19.1663547109259,14.7272157919699,regulatorytcell,PCR
19.3919661746716,14.69369457317,regulatorytcell,PCR
19.6192312822267,14.5162172486538,regulatorytcell,PCR
19.8429167221782,14.4143868915558,regulatorytcell,PCR
20.0533774824034,14.2016130646381,regulatorytcell,PCR
20.1256438758997,14.0427491358797,regulatorytcell,PCR
20.4090282990862,13.9213953772593,regulatorytcell,PCR
20.6204289930398,14.1800756890986,regulatorytcell,PCR
20.7278997955967,13.8715953729499,regulatorytcell,PCR
20.8625712718622,13.5892467331199,regulatorytcell,PCR
21.0510299204423,13.7789490739213,regulatorytcell,PCR
21.1077349917103,13.6017845931865,regulatorytcell,PCR
21.3545121769135,13.6751930632256,regulatorytcell,PCR
21.4152712122125,13.9949738195096,regulatorytcell,PCR
21.5027293771768,13.887767364142,regulatorytcell,PCR
21.6105600736369,14.2217564510014,regulatorytcell,PCR
21.6518815601076,14.4101124569719,regulatorytcell,PCR
21.3824194454316,14.4710949442487,regulatorytcell,PCR
21.2154556453499,14.556540365132,regulatorytcell,PCR
21.1185563385791,14.7759920813836,regulatorytcell,PCR
20.8945735314553,14.9417721109425,regulatorytcell,PCR
20.7183823685378,15.0752546057319,regulatorytcell,PCR
20.5052710865511,15.2577822193504,regulatorytcell,PCR
-12.2529642874655,-22.019096397642,regulatorytcell,RD
-12.3485185472086,-22.0905509113522,regulatorytcell,RD
-12.4446069476796,-22.2155978508238,regulatorytcell,RD
-12.5102404164144,-22.4001124624909,regulatorytcell,RD
-12.6226947361777,-22.5466428279449,regulatorytcell,RD
-12.705241442875,-22.8310553355808,regulatorytcell,RD
-12.8209535528697,-23.0290477484331,regulatorytcell,RD
-12.9424114808856,-23.3259784299122,regulatorytcell,RD
-12.9680437502711,-23.4480248984922,regulatorytcell,RD
-12.9804498125411,-23.6245689210641,regulatorytcell,RD
-12.9179738475327,-23.8756913623673,regulatorytcell,RD
-12.9403801326331,-24.1587053192945,regulatorytcell,RD
-12.9857950670319,-24.2427706500448,regulatorytcell,RD
-12.8590353712704,-24.4765557772988,regulatorytcell,RD
-12.9560379634176,-24.6130899588481,regulatorytcell,RD
-12.9707655507896,-24.7442550116071,regulatorytcell,RD
-12.9382563362278,-24.9712720361848,regulatorytcell,RD
-12.7658725508368,-25.1182533729466,regulatorytcell,RD
-13.0041390232709,-25.2684811649256,regulatorytcell,RD
-12.9514344000979,-25.4249455173555,regulatorytcell,RD
-12.821717653079,-25.5829955348154,regulatorytcell,RD
-12.9529771682053,-25.7589239872933,regulatorytcell,RD
-12.6201238018338,-25.9427871846135,regulatorytcell,RD
-12.916344243116,-26.160321107224,regulatorytcell,RD
-12.7766277096466,-26.3862203259315,regulatorytcell,RD
-12.7264901797413,-26.5272314293766,regulatorytcell,RD
-12.986465083114,-26.6334983574193,regulatorytcell,RD
-12.8686836831546,-26.9155998955836,regulatorytcell,RD
-12.7614726962847,-27.2093230400559,regulatorytcell,RD
-12.7467725452399,-27.3470480634058,regulatorytcell,RD
-12.894490673334,-27.4397352012611,regulatorytcell,RD
-13.0341816816115,-27.6386808500707,regulatorytcell,RD
-13.3140576058676,-27.7258109210634,regulatorytcell,RD
-12.8979282054709,-28.0456708650743,regulatorytcell,RD
-13.1901013314383,-28.1593813216957,regulatorytcell,RD
-12.905247156825,-28.3964455389125,regulatorytcell,RD
-13.0763164187112,-28.5094688287013,regulatorytcell,RD
-13.3832326269893,-28.5271191656599,regulatorytcell,RD
-13.507629261029,-28.6504450572274,regulatorytcell,RD
-13.0738689076099,-28.8721764905054,regulatorytcell,RD
-13.216891123211,-28.9730283597888,regulatorytcell,RD
-13.0800771497757,-29.1516163569468,regulatorytcell,RD
-13.3929129993679,-29.4731037236646,regulatorytcell,RD
-13.3647608849354,-29.6214966994828,regulatorytcell,RD
-13.328707306193,-29.8442221610787,regulatorytcell,RD
-13.309936383604,-30.0684806722133,regulatorytcell,RD
-13.3530238041717,-30.2865432110266,regulatorytcell,RD
-13.2641098642485,-30.5733413096782,regulatorytcell,RD
-13.2316935140986,-30.8590963204286,regulatorytcell,RD
-13.1520695421341,-31.0911185018929,regulatorytcell,RD
-13.0751703051795,-31.338492919275,regulatorytcell,RD
-12.9978861574989,-31.5664264027794,regulatorytcell,RD
-12.9416744958186,-31.7995188815952,regulatorytcell,RD
-12.8471544799107,-32.0124245928982,regulatorytcell,RD
-12.7980013664655,-32.2009385691756,regulatorytcell,RD
-12.7044806732442,-32.5018569756462,regulatorytcell,RD
-12.7099118980808,-32.4923379596751,regulatorytcell,RD
-12.5667475931836,-32.703616831699,regulatorytcell,RD
-12.5126571502927,-33.0703118035179,regulatorytcell,RD
-12.546719560575,-33.158462579881,regulatorytcell,RD
-12.2322624823625,-33.3402090422419,regulatorytcell,RD
-12.2169479530015,-33.3977876293765,regulatorytcell,RD
-12.5234427789225,-33.6487497001267,regulatorytcell,RD
-12.37548871045,-33.7544139510184,regulatorytcell,RD
-12.2112521062726,-33.9604142288496,regulatorytcell,RD
-11.8907769672072,-34.1827241913922,regulatorytcell,RD
-11.955518848386,-34.4179745402608,regulatorytcell,RD
-12.0396412841306,-34.5139432713182,regulatorytcell,RD
-11.8856603689598,-34.6321193547324,regulatorytcell,RD
-11.9780429893752,-34.8341218888032,regulatorytcell,RD
-12.2657254734049,-34.9245004019091,regulatorytcell,RD
-12.1469480751404,-35.0906938595598,regulatorytcell,RD
-12.5723162523673,-35.0584867221079,regulatorytcell,RD
-12.3985455356948,-35.3474238643975,regulatorytcell,RD
-12.5060506787441,-35.4569159507341,regulatorytcell,RD
-12.4226987555554,-35.6531638195544,regulatorytcell,RD
-12.4400152369878,-35.8732343725386,regulatorytcell,RD
-12.6218014731614,-36.0310729349624,regulatorytcell,RD
-12.64611697089,-36.1856516600101,regulatorytcell,RD
-12.6322312533737,-36.5011457061066,regulatorytcell,RD
-12.7038637045488,-36.7211660185548,regulatorytcell,RD
-12.7997292978469,-37.1105031123485,regulatorytcell,RD
-12.8927947456603,-37.0872065444906,regulatorytcell,RD
-12.9775161156182,-37.352556079961,regulatorytcell,RD
-13.1120682137611,-37.6287468658386,regulatorytcell,RD
-13.1785059864812,-37.8772839153142,regulatorytcell,RD
-13.2835615646149,-38.0382868501922,regulatorytcell,RD
-13.4570685099711,-38.2280869993385,regulatorytcell,RD
-13.4717366680638,-38.5460432502015,regulatorytcell,RD
-13.2817995878402,-39.1263921359588,regulatorytcell,RD
-13.5252419141339,-39.0540205667456,regulatorytcell,RD
-13.6529363219454,-39.024666955237,regulatorytcell,RD
-13.7724901158818,-39.0667614468664,regulatorytcell,RD
-13.9519280258878,-38.9963602580343,regulatorytcell,RD
-13.9381604871373,-39.21516913046,regulatorytcell,RD
-14.213394436902,-39.1577100267151,regulatorytcell,RD
-14.2158156245708,-39.2739685583741,regulatorytcell,RD
-14.3880394544388,-39.298820376727,regulatorytcell,RD
-14.4767852082482,-39.3684264122938,regulatorytcell,RD
-14.5140371894894,-39.4272404340306,regulatorytcell,RD
35.1058022778869,30.1033158482382,effectortcells,PCR
35.0059610255445,29.8816451154666,effectortcells,PCR
34.8997458864322,29.5771259239943,effectortcells,PCR
34.7368578668811,29.387712542256,effectortcells,PCR
34.6247118011599,29.124467168399,effectortcells,PCR
34.426497744433,28.9003255441145,effectortcells,PCR
34.3689269096588,28.6725424598886,effectortcells,PCR
34.1711856836169,28.5412942095984,effectortcells,PCR
33.983845026162,28.4129357836368,effectortcells,PCR
33.9269014058231,28.2838584386695,effectortcells,PCR
33.9888495008045,27.9500935254089,effectortcells,PCR
33.9271976617632,27.8599481071476,effectortcells,PCR
33.5928508560576,27.9626676645981,effectortcells,PCR
33.6791173575735,27.6066122289988,effectortcells,PCR
33.3657078155183,27.7982715123659,effectortcells,PCR
33.4961987090549,27.4259804340748,effectortcells,PCR
33.3575539922082,27.3174499455533,effectortcells,PCR
33.0089237300391,27.5594433847578,effectortcells,PCR
32.6790806472937,27.4964411052649,effectortcells,PCR
32.8370256829919,27.3888964444901,effectortcells,PCR
32.8573191221946,27.0016179064353,effectortcells,PCR
32.6279270122211,26.8093968305247,effectortcells,PCR
32.4269427752075,27.0275135708638,effectortcells,PCR
32.4082508924107,26.7151438953756,effectortcells,PCR
